annu_audios,annu_sign_text
NILES BLVD TO EL PORTAL AVE VIA MOWRY AVE,TO EL PORTAL AVE VIA NILES BLVD MOWRY AVE
FRUITVALE BART VIA ALAMEDA SANTA CLARA AVE,FRUITVALE BART VIA ALAMEDA SANTA CLARA AVE
HORNER JR HGH IRVINGTON HIGH VIA DURHAM RD,HORNER JR HGH IRVINGTON HIGH VIA DURHAM RD
LEROY HEIGHTS VIA HILLTOP GREEN HILLTOP DR,LEROY HEIGHTS VIA HILLTOP GREEN HILLTOP DR
NEWARK JR HI VIA CEDAR BLVD CENTRAL AVENUE,NEWARK JR HI VIA CEDAR BLVD CENTRAL AVENUE
OAKLAND TECH OAKLAND HIGH VIA MACARTHUR BL,OAKLAND TECH OAKLAND HIGH VIA MACARTHUR BL
CRESPI MDL SCL DE ANZA HIGH VIA S P,SOSKIN MDL SCL DE ANZA HIGH VIA S P DAM RD
BDWY & 40TH ST VIA MONTCLAIR BROADWAY TERR.,BDWY & 40TH ST VIA MONTCLAIR BROADWAY TERR.
MTN. BLVD & GOLF LINKS ROAD  VIA 82ND AVENUE    ,MTN. BLVD & GOLF LINKS ROAD VIA 82ND AVENUE
CRESPI MDL SCL VIA HILLTOP DR HILLTOP GREEN,SOSKIN MDL SCL VIA HILLTOP DR HILLTOP GREEN
GRASS VALLEY  VIA GOLF LINKS RD  LIMITED STOPS  ,GRASS VALLEY VIA GOLF LINKS RD LIMITED STOPS
MACD & RICH. PKWY VIA CUTTING BL HARBOUR WAY,MACD & RICH. PKWY VIA CUTTING BL HARBOUR WAY
MACDONALD & 21ST VIA CARLSON BL VIA FAIRMEDE,MACDONALD & 21ST VIA CARLSON BL VIA FAIRMEDE
90TH AVENUE TO INTERNATIONAL BL SEQUOYAH ROAD,90TH AVENUE TO INTERNATIONAL BL SEQUOYAH ROAD
C C COLLEGE VIA CARRIAGE HILLS S PABLO DAM,C C COLLEGE VIA CARRIAGE HILLS S PABLO DAM RD
DE ANZA HIGH CRESPI MDL SCL VIA BIRMINGHAM DR,DE ANZA HIGH SOSKIN MDL SCL VIA BIRMINGHAM DR
TO GRIMMER BLVD MISSION BLVD MISSION SAN JOSE,TO GRIMMER BLVD MISSION BLVD MISSION SAN JOSE
TO MAY ROAD VIA CARRIAGE HILLS S PABLO DAM,TO MAY ROAD VIA CARRIAGE HILLS S PABLO DAM RD
AMERICAN HIGH THORNTON JR HIGH VIA PASEO PADRE,AMERICAN HIGH THORNTON JR HIGH VIA PASEO PADRE
CASTRO VALLEY  VIA FRUITVALE AVE  MACARTHUR BLVD  ,CASTRO VALLEY VIA FRUITVALE AVE MACARTHUR BLVD
NORTH RICHMOND TO 6TH-MARKET VIA MACDONALD AVE,NORTH RICHMOND TO 6TH-MARKET VIA MACDONALD AVE
EAST OAKLAND  MACAR & E.C. REEMS  VIA HEGENBERGER  ,EAST OAKLAND MACAR & E.C. REEMS VIA HEGENBERGER
HILLTOP GREEN  VIA RICHMOND PKWY T C  HILLTOP P&R  ,HILLTOP GREEN VIA RICHMOND PKWY T C HILLTOP P&R
RICHMOND BART  VIA SAN PABLO DAM RD  RHEEM AVENUE  ,RICHMOND BART VIA SAN PABLO DAM RD RHEEM AVENUE
RUDSDALE HIGH KING ESTATES COMPLEX VIA 82ND AVE,RUDSDALE HIGH KING ESTATES COMPLEX VIA 82ND AVE
KOREMATSU MDL SCL EL CERRITO HIGH VIA CARLSON BL,KOREMATSU MDL SCL EL CERRITO HIGH VIA CARLSON BL
KOREMATSU MDL SCL EL CERRITO HIGH VIA CUTTING BL,KOREMATSU MDL SCL EL CERRITO HIGH VIA CUTTING BL
"19TH_ST_BART,EARLY_BIRD_EXPRESS",19TH ST BART EARLY BIRD EXPRESS VIA BAY FAIR BART
"FREMONT BART,EARLY_BIRD_EXPRESS",FREMONT BART EARLY BIRD EXPRESS VIA BAY FAIR BART
HILLTOP PARK & RIDE  VIA SAN PABLO AVE  EL PORTAL DR  ,HILLTOP PARK & RIDE VIA SAN PABLO AVE EL PORTAL DR
CASTRO RANCH RD  VIA SAN PABLO DAM RD  VALLEY VIEW RD  ,CASTRO RANCH RD VIA SAN PABLO DAM RD VALLEY VIEW RD
"HEAD-ROYCE SCL ROCKRIDGE VIA COLLEGE PREP,MONTCLAIR_PARK",HEAD-ROYCE SCL ROCKRIDGE VIA COLLEGE PREP MONTCLAIR
KOREMATSU MDL SCL EL CERRITO HIGH VIA MACDONALD AVE,KOREMATSU MDL SCL EL CERRITO HIGH VIA MACDONALD AVE
"Seminary_Ave,International_Blvd,Leimert_Blvd",SEMINARY AVE TO INTERNATIONAL BLVD VIA LEIMERT BLVD
RICHMOND PARKWAY TC VIA C C COLLEGE BIRMINGHAM DRIVE,RICHMOND PARKWAY TC VIA C C COLLEGE BIRMINGHAM DRIVE
BERKELEY BART  VIA MARKET STREET  SACRAMENTO STREET  ,DOWNTOWN BERKELEY VIA MARKET STREET SACRAMENTO STREET
BERKELEY_BART_VIA_MONTCLAIR_ROCKRIDGE_COLLEGE_AVE,DOWNTOWN BERKELEY VIA MONTCLAIR ROCKRIDGE COLLEGE AVE
WASHINGTON HIGH SCHOOL CENTERVILLE JR HIGH VIA MOWRY AVE,WASHINGTON HIGH SCHOOL CENTERVILLE JR HI VIA MOWRY AVE
CASTRO VALLEY  SAN LEANDRO  7 HILLS ROAD  C.V. PARK & RIDE,CASTRO VALLEY SAN LEANDRO 7 HILLS ROAD C.V. PARK & RIDE
EL CERRITO  BARRETT & SAN PABLO  VIA GILMAN  VIA ARLINGTON,EL CERRITO BARRETT & SAN PABLO VIA GILMAN VIA ARLINGTON
SAN FRANCISCO  MACARTHUR BLVD  GRAND AVENUE  LIMITED STOPS,SAN FRANCISCO MACARTHUR BLVD GRAND AVENUE LIMITED STOPS
CLOCKWISE  HAYWARD BART  CHERRYLAND ASHLAND  CASTRO VALLEY,"CLOCKWISE HAYWARD BART CHERRYLAND, ASHLAND CASTRO VALLEY"
CLOCKWISE  HAYWARD BART  WHITMAN UNDERWOOD  COUNTY OFFICES,"CLOCKWISE HAYWARD BART WHITMAN, UNDERWOOD COUNTY OFFICES"
"SKYLINE HIGH SCHOOL VIA HILLMONT DR GREENLY DR,Keller_Ave",SKYLINE HIGH SCHOOL VIA HILLMONT DR GREENLY DR KELLER AVE
STANFORD EXP  STANFORD SHOP CTR  STANFORD MED  STANFORD OVAL,STANFORD EXP STANFORD SHOP CTR STANFORD MED STANFORD OVAL
CLOCKWISE  HAYWARD BART  MISSION TENNYSON  HESPERIAN WINTON,"CLOCKWISE HAYWARD BART MISSION, TENNYSON HESPERIAN, WINTON"
COUNTERCLOCKWISE  HAYWARD BART  MISSION S.L.  VILLAGE MEEKLAND,"COUNTERCLOCKWISE HAYWARD BART MISSION, S.L. VILLAGE MEEKLAND"
HOPKINS JR HIGH MISSION BLVD MISSION SAN JOSE,HOPKINS JR HIGH MISSION BLVD MISSION SAN JOSE TO DRISCOLL RD
COUNTERCLOCKWISE  HAYWARD BART  CASTRO VALLEY  ASHLAND CHERRYLAND,"COUNTERCLOCKWISE HAYWARD BART CASTRO VALLEY ASHLAND, CHERRYLAND"
COUNTERCLOCKWISE  HAYWARD BART  COUNTY OFFICES  UNDERWOOD WHITMAN,"COUNTERCLOCKWISE HAYWARD BART COUNTY OFFICES UNDERWOOD, WHITMAN"
SEMINARY AVE TO INTERNATIONAL BLVD KELLER AVE,SEMINARY AVE TO INTERNATIONAL BLVD KELLER AVE MONTE VISTA & MTN
COUNTERCLOCKWISE  HAYWARD BART  WINTON HESPERIAN  TENNYSON MISSION,"COUNTERCLOCKWISE HAYWARD BART WINTON, HESPERIAN TENNYSON, MISSION"
COUNTERCLOCKWISE  SAN LEANDRO BART  DAVIS BAY FAIR  JUVENILE COMPLEX,"COUNTERCLOCKWISE SAN LEANDRO BART DAVIS, BAY FAIR JUVENILE COMPLEX"
"SEMINARY AVE TO INTERNATIONAL BLVD KELLER AVE,Monte_Vista_Ave,&,Mountain_Blvd",SEMINARY AVE TO INTERNATIONAL BLVD KELLER AVE MONTE VISTA & MOUNTAIN
12,12
49,49
65,65
NX,NX
631,631
650,650
651,651
72M,72M
FairView,FAIRVIEW
HAYWARD BART,HAYWARD BART
HILLTOP MALL,HILLTOP MALL
MAXWELL PARK,MAXWELL PARK
Lawrence_Hall_Of_Science,LAWRENCE HALL
FRUITVALE_BART,FRUITVALE BART
NOT IN SERVICE,NOT IN SERVICE
UNION CITY BART,UNION CITY BART
ALAMEDA  OTIS/HIGH    ,ALAMEDA OTIS/HIGH
ALBANY SOLANO AVE,ALBANY SOLANO AVE
Downtown_Berkeley,DOWNTOWN BERKELEY
WEST OAKLAND BART,WEST OAKLAND  BART
EL CERRITO VIA ALBANY,EL CERRITO VIA ALBANY
COLISEUM BART 82ND AVE,COLISEUM BART 82ND AVE
HAYWARD BART WINTON AVE,HAYWARD BART WINTON AVE
MONTCLAIR VIA PARK BLVD,MONTCLAIR VIA PARK BLVD
NEWPARK MALL CEDAR BLVD,NEWPARK MALL CEDAR BLVD
PIEDMONT VIA OAKLAND AVE,PIEDMONT VIA OAKLAND AVE
"SAN FRANCISCO,TRANSBAY",SAN FRANCISCO [TRANSBAY]
SKYLINE HIGH VIA HIGH ST,SKYLINE HIGH VIA HIGH ST
UC_CAMPUS_VIA_DWIGHT_WAY,UC CAMPUS VIA DWIGHT WAY
WEST OAKLAND POST OFFICE,WEST OAKLAND POST OFFICE
FREMONT BART FREMONT BLVD,FREMONT BART FREMONT BLVD
HAYWARD BART MISSION BLVD,HAYWARD BART MISSION BLVD
KATO RD VIA DIXON LANDING,KATO RD VIA DIXON LANDING
BRIDGESIDE SHOPPING CENTER,BRIDGESIDE SHOPPING CENTER
"Fruitvale BART,via Alameda",FRUITVALE BART VIA ALAMEDA
FRUITVALE_BART_VIA_HIGH_ST,FRUITVALE BART VIA HIGH ST
RICHMOND SAN PABLO EL PORTAL,RICHMOND SAN PABLO EPORTAL
TO MACK ST ONLY WINTON AVE,TO MACK ST ONLY WINTON AVE
FRUITVALE BART VIA 35TH AVE,FRUITVALE BART VIA 35TH AVE
DIMOND DISTRICT VIA 14TH AVENUE,DIMOND DISTRICT VIA 14TH AVE
DOWNTOWN_OAKLAND_ALL-NIGHTER,DOWNTOWN OAKLAND ALL-NIGHTER
DOWNTOWN_OAKLAND_VIA_ALAMEDA,DOWNTOWN OAKLAND VIA ALAMEDA
FREMONT BART VIA OSGOOD ROAD,FREMONT BART VIA OSGOOD ROAD
HEGENBERGER ROAD & EDGEWATER,HEGENBERGER ROAD & EDGEWATER
MERRITT_COLLEGE_VIA_35TH_AVE,MERRITT COLLEGE VIA 35TH AVE
MONTERA MDL SCL VIA 35TH AVE,MONTERA MDL SCL VIA 35TH AVE
PINOLE VISTA SHOPPING CENTER,PINOLE VISTA SHOPPING CENTER
TO 45TH ST VIA SAN PABLO AVE,TO 45TH ST VIA SAN PABLO AVE
WEST BERKELEY VIA EMERYVILLE,WEST BERKELEY VIA EMERYVILLE
C C COLLEGE VIA SAN PABLO AVE,C C COLLEGE VIA SAN PABLO AVE
FOOTHILL_SQUARE_VIA_104TH_AVE,FOOTHILL SQUARE VIA 104TH AVE
FREMONT BART VIA FREMONT BLVD,FREMONT BART VIA FREMONT BLVD
FREMONT BART VIA GRIMMER BLVD,FREMONT BART VIA GRIMMER BLVD
LAKESHORE_AVETO_MANDANA_BLVD,LAKESHORE AVE TO MANDANA BLVD
MACARTHUR LAKESHORE FRUITVALE,MACARTHUR LAKESHORE FRUITVALE
WEST OAKLAND BART VIA 14TH ST,WEST OAKLAND BART VIA 14TH ST
BERKELEY UC CAMPUS VIA ADELINE,BERKELEY UC CAMPUS VIA ADELINE
DOWNTOWN OAKLAND TELEGRAPH AVE,DOWNTOWN OAKLAND TELEGRAPH AVE
FRUITVALE_BART_VIA_HIGH_STREET,FRUITVALE BART VIA HIGH STREET
HILLTOP MALL VIA SAN PABLO AVE,HILLTOP MALL VIA SAN PABLO AVE
LAKESHORE_AVETO_LAKE_PARK_AVE,LAKESHORE AVE TO LAKE PARK AVE
LAKESHORE_AVETO_WALAVISTA_AVE,LAKESHORE AVE TO WALAVISTA AVE
ROCKRIDGE BART VIA COLLEGE AVE,ROCKRIDGE BART VIA COLLEGE AVE
UNION LANDING VIA FREMONT BLVD,UNION LANDING VIA FREMONT BLVD
"19TH_ST_BART,EARLY_BIRD_EXPRESS",19TH ST BART EARLY BIRD EXPRESS
"Bishop_ODowd_High_School,MacArthur_Blvd",BISHOP O'DOWD HI MACARTHUR BLVD
"Downtown_Berkeley_BART,Telegraph_Ave",DOWNTOWN BERKELEY TELEGRAPH AVE
HAYWARD__HESPERIAN__TO_WINTON_AVENUE,HAYWARD HESPERIAN TO WINTON AVE
HEAD-ROYCE_SCHOOL_VIA_MANDANA_BLVD,HEAD-ROYCE SCL VIA MANDANA BLVD
MACARTHUR FRUITVALE HIGH STREET,MACARTHUR FRUITVALE HIGH STREET
OAKLAND_AIRPORT_VIA_PARK_STREET,OAKLAND AIRPORT VIA PARK STREET
RICHMOND BART VIA MACDONALD AVE,RICHMOND BART VIA MACDONALD AVE
RICHMOND PKWY TC VIA ATLAS ROAD,RICHMOND PKWY TC VIA ATLAS ROAD
U.C. VILLAGE 10TH & MONROE ONLY,U.C. VILLAGE 10TH & MONROE ONLY
"BAY_FAIR_BART,via,Hesperian_Blvd",BAY FAIR BART VIA HESPERIAN BLVD
BERKELEY BART  ARLINGTON BLVD    ,DOWNTOWN BERKELEY ARLINGTON BLVD
FREMONT BART VIA SILLIMAN CENTER,FREMONT BART VIA SILLIMAN CENTER
"Head_Royce_School,Bentley_School",HEAD ROYCE SCHOOL BENTLEY SCHOOL
NEWPARK MALL VIA PACIFIC COMMONS,NEWPARK MALL VIA PACIFIC COMMONS
POINT RICHMOND VIA MACDONALD AVE,POINT RICHMOND VIA MACDONALD AVE
ROCKRIDGE_BART_VIA_CLAREMONT_AVE,ROCKRIDGE BART VIA CLAREMONT AVE
SOUTH HAYWARD BART TENNYSON ROAD,SOUTH HAYWARD BART TENNYSON ROAD
"Downtown_Berkeley_BART,via,College_Ave",DOWNTOWN BERKELEY VIA COLLEGE AVE
E C DEL NORTE BART ARLINGTON BLVD,E C DEL NORTE BART ARLINGTON BLVD
HAYWARD HIGHLANDS VIA EAST AVENUE,HAYWARD HIGHLANDS VIA EAST AVENUE
SAN LEANDRO BART EAST 14TH STREET,SAN LEANDRO BART EAST 14TH STREET
SEMINARY_AVE_VIA_FOOTHILL_BLVD,TO SEMINARY AVE VIA FOOTHILL BLVD
DOWNTOWN_OAKLAND_VIA_FOOTHILL_BLVD,DOWNTOWN OAKLAND VIA FOOTHILL BLVD
"DOWNTOWN OAKLAND,via,San_Pablo_Ave",DOWNTOWN OAKLAND VIA SAN PABLO AVE
FOOTHILL_SQUARE_VIA_MACARTHUR_BLVD,FOOTHILL SQUARE VIA MACARTHUR BLVD
FRUITVALE BART VIA BUENA VISTA AVE,FRUITVALE BART VIA BUENA VISTA AVE
HILLSDALE CALTRAIN VIA FOSTER CITY,HILLSDALE CALTRAIN VIA FOSTER CITY
"SAN FRANCISCO VIA ALAMEDA,TRANSBAY",SAN FRANCISCVIA ALAMEDA [TRANSBAY]
ALA SOUTH SHORE CTR VIA PARK STREET,ALA SOUTH SHORE CTR VIA PARK STREET
DOWNTOWN OAKLAND INTERNATIONAL BLVD,DOWNTOWN OAKLAND INTERNATIONAL BLVD
"DOWNTOWN OAKLAND,via,MacArthur_Blvd",DOWNTOWN OAKLAND VIA MACARTHUR BLVD
E C DEL NORTE BART VIA CUTTING BLVD,E C DEL NORTE BART VIA CUTTING BLVD
EL_CERRITO_PLAZA_BART_VIA_PIERCE_ST,EL CERRITO PLAZA BART VIA PIERCE ST
HILLTOP P & R VIA RICHMOND PKWY T C,HILLTOP P & R VIA RICHMOND PKWY T C
NEWARK TO STEVENSON BL VIA CEDAR ST,NEWARK TO STEVENSON BL VIA CEDAR ST
SAN LEANDRO BART INTERNATIONAL BLVD,SAN LEANDRO BART INTERNATIONAL BLVD
UNION CITY BART VIA SILLIMAN CENTER,UNION CITY BART VIA SILLIMAN CENTER
DOWNTOWN OAKLAND VIA BUENA VISTA AVE,DOWNTOWN OAKLAND VIA BUENA VISTA AVE
"OAKLAND_AIRPORT,Hegenberger_Rd",OAKLAND AIRPORT VIA HEGENBERGER ROAD
TO MISSION BLVD VIA PASEO PADRE PKWY,TO MISSION BLVD VIA PASEO PADRE PKWY
BERKELEY AMTRAK VIA UNIVERSITY AVENUE,BERKELEY AMTRAK VIA UNIVERSITY AVENUE
FOOTHILL SQUARE  VIA 85TH AVE  90TH AVE  ,FOOTHILL SQUARE VIA 85TH AVE 90TH AVE
EASTMONT_TRANSIT_CTR_VIA_FOOTHILL_BLVD,EASTMONT TRANSIT CTR VIA FOOTHILL BLVD
OAKLAND HIGH SCHOOL VIA MACARTHUR BLVD,OAKLAND HIGH SCHOOL VIA MACARTHUR BLVD
PIEDMONTTO_ESTATES_DR_VIA_OAKLAND_AVE,PIEDMONT TO ESTATES DR VIA OAKLAND AVE
PUBLIC_MARKET_EMERYVILLEVIA_HOLLIS_ST,PUBLIC MARKET EMERYVILLE VIA HOLLIS ST
"SAN FRANCISCO VIA ARLINGTON,TRANSBAY",SAN FRANCISCO VIA ARLINGTON [TRANSBAY]
WESTLAKE_MIDDLE_SCHOOL_VIA_OAKLAND_AVE,WESTLAKE MIDDLE SCHOOL VIA OAKLAND AVE
COLISEUM BART VIA 98TH AVE EDGEWATER DR,COLISEUM BART VIA 98TH AVE EDGEWATER DR
INTERNATIONAL ALL-NIGHTER BAY FAIR BART,INTERNATIONAL ALL-NIGHTER BAY FAIR BART
MONTERA_MDL_SCL_VIA_82ND_AND_KELLER_AVE,MONTERA MDL SCL VIA 82ND AVE KELLER AVE
EMERYVILLE VIA 40TH STREET SHELLMOUND ST,EMERYVILLE VIA 40TH STREET SHELLMOUND ST
PIEDMONT TO HIGHLAND WAY VIA OAKLAND AVENUE,PIEDMONT TO HIGHLAND WAY VIA OAKLAND AVE
SKYLINE & BALMORAL VIA JOAQUIN MILLER RD,SKYLINE & BALMORAL VIA JOAQUIN MILLER RD
DIMOND DISTRICT VIA ALAMEDA FRUITVALE AVE,DIMOND DISTRICT VIA ALAMEDA FRUITVALE AVE
"Eastmont_Transit_Center,via,Foothill_blvd",EASTMONT TRANSIT CENTER VIA FOOTHILL BLVD
"MACARTHUR HIGH STREET EASTMONT,TRANSBAY",MACARTHUR HIGH STREET EASTMONT [TRANSBAY]
MISSION_BLVD_ALL-NIGHTER_SAN_LEANDRO_BART,MISSION BLVD ALL-NIGHTER SAN LEANDRO BART
FREMONT BART FREMONT BLVD MISSION SAN JOSE,FREMONT BART MISSION BLVD MISSION SAN JOSE
INTERNATIONAL ALL-NIGHTER DOWNTOWN OAKLAND,INTERNATIONAL ALL-NIGHTER DOWNTOWN OAKLAND
ROCKRIDGE_BART_VIA_BROADWAY_COLLEGE_AVE,ROCKRIDGE BART VIA BROADWAY COLLEGE AVENUE
SOUTH HAYWARD BART VIA HAYWARD BART GADING,SOUTH HAYWARD BART VIA HAYWARD BART GADING
FREMONT BART VIA OSGOOD ROAD NORTHPORT LOOP,FREMONT BART VIA OSGOOD ROAD NORTHPORT LOOP
NORTHWESTERN POLYTECHNIC VIA NORTHPORT LOOP,NORTHWESTERN POLYTECHNIC VIA NORTHPORT LOOP
BAY FAIR BART VIA FOOTHILL BLVD BANCROFT AVE,BAY FAIR BART VIA FOOTHILL BLVD BANCROFT AVE
BROADWAY_SHUTTLE_TO_GRAND_AVE_FREE_SHUTTLE,BROADWAY SHUTTLE TO GRAND AVE [FREE SHUTTLE]
LANDING_PKWY_INDUSTRIAL_AREA_VIA_OSGOOD_ROAD,LANDING PKWY INDUSTRIAL AREA VIA OSGOOD ROAD
RICHMOND_BART_ALL-NIGHTER_VIA_DWNTWN_OAKLAND,RICHMOND BART ALL-NIGHTER VIA DWNTWN OAKLAND
SAN FRANCISCO - 24TH ST VIA DOWNTOWN OAKLAND,SAN FRANCISCO - 24TH ST VIA DOWNTOWN OAKLAND
SAN LEANDRO BART VIA HAYWARD BART WASHINGTON,SAN LEANDRO BART VIA HAYWARD BART WASHINGTON
WESTBRAE - BERKELEY VIA HOPKINS ST GILMAN ST,WESTBRAE - BERKELEY VIA HOPKINS ST GILMAN ST
DIMOND DISTRICT VIA PARK STREET FRUITVALE AVE,DIMOND DISTRICT VIA PARK STREET FRUITVALE AVE
FREMONT BART VIA PACIFIC COMMONS FREMONT BLVD,FREMONT BART VIA PACIFIC COMMONS FREMONT BLVD
FREMONT BART VIA UNION CITY BART MISSION BLVD,FREMONT BART VIA UNION CITY BART MISSION BLVD
GREAT MALL T.C. MISSION BLVD VIA MISSION S.J.,GREAT MALL T.C. MISSION BLVD VIA MISSION S.J.
HILLTOP MALL VIA C C COLLEGE BIRMINGHAM DRIVE,HILLTOP MALL VIA C C COLLEGE BIRMINGHAM DRIVE
JACK LONDON SQ VIA SAN PABLO AVE DWTN OAKLAND,JACK LONDON SQ VIA SAN PABLO AVE DWTN OAKLAND
40TH_AND_BROADWAY_VIA_MONTCLAIR_BROADWAY_TERR.,40TH AND BROADWAY VIA MONTCLAIR BROADWAY TERR.
BROADWAY_SHUTTLE_TO_27TH_STREET_FREE_SHUTTLE,BROADWAY SHUTTLE TO 27TH STREET [FREE SHUTTLE]
"SAN FRANCISCO,Market_St,via,DOWNTOWN_OAKLAND",SAN FRANCISCO - MARKET ST VIA DOWNTOWN OAKLAND
"SAN FRANCISCO MACARTHUR HIGH STREET,TRANSBAY",SAN FRANCISCO MACARTHUR HIGH STREET [TRANSBAY]
BERKELEY_BART_VIA_ASHBY_AVE_VIA_COLLEGE_AVE,DOWNTOWN BERKELEY VIA ASHBY AVE VIA COLLEGE AVE
MILPITAS_BART_MISSION_BLVD_VIA_MISSION_SAN_JOSE,MILPITAS BART MISSION BLVD VIA MISSION SAN JOSE
CONTRA COSTA COLLEGE VIA SAN PABLO AVE RAPID BUS,CONTRA COSTA COLLEGE VIA SAN PABLO AVE RAPID BUS
BROADWAY_SHUTTLE_TO_JACK_LONDON_SQ_FREE_SHUTTLE,BROADWAY SHUTTLE TO JACK LONDON SQ [FREE SHUTTLE]
EASTMONT TRANSIT CENTER VIA EDGEWATER DR 98TH AVE,EASTMONT TRANSIT CENTER VIA EDGEWATER DR 98TH AVE
EASTMONT TRANSIT CTR MACARTHUR BLVD LIMITED STOPS,EASTMONT TRANSIT CTR MACARTHUR BLVD LIMITED STOPS
JACK LONDON SQ VIA SAN PABLO AVE DOWNTOWN OAKLAND,JACK LONDON SQ VIA SAN PABLO AVE DOWNTOWN OAKLAND
OAKLAND AIRPORT VIA PARK STREET VIA FERRY TERMINAL,OAKLAND AIRPORT VIA PARK STREET VIA FERRY TERMINAL
REDWOOD_RD_&_OHDS_HEAD_ROYCE_SCHOOL_BENTLEY_SCHOOL,REDWOOD RD & OHDS HEAD ROYCE SCHOOL BENTLEY SCHOOL
"SAN FRANCISCO CASTRO VALLEY SAN LEANDRO,TRANSBAY",SAN FRANCISCO CASTRO VALLEY SAN LEANDRO [TRANSBAY]
EASTMONT TRANST CTR VIA SEMINARY AVE HILLMONT DRIVE,EASTMONT TRANST CTR VIA SEMINARY AVE HILLMONT DRIVE
"SAN FRANCISCO,EARLY_BIRD_EXPRESS,FRUITVALE BART",SAN FRANCISCO EARLY BIRD EXPRESS VIA FRUITVALE BART
LAKE MERRITT BART VIA MARKET STREET DOWNTOWN OAKLAND,LAKE MERRITT BART VIA MARKET STREET DOWNTOWN OAKLAND
CLOCKWISE  HAYWARD BART  MEEKLAND S.L.  VILLAGE MISSION,"CLOCKWISE HAYWARD BART MEEKLAND, S.L. VILLAGE MISSION"
FRUITVALE BART  VIA ALAMEDA  SANTA CLARA AVE  HIGH STREET,FRUITVALE BART VIA ALAMEDA SANTA CLARA AVE HIGH STREET
"DIMOND DISTRICT VIA FERRY TERMINAL ALAMEDA,Fruitvale_Ave",DIMOND DISTRICT VIA FERRY TERMINAL ALAMEDA FRUITVALE AVE
"NORTH BERKELEY VIA UNIVERSITY AVE SHATTUCK AVE,Solano_Ave",NORTH BERKELEY VIA UNIVERSITY AVE SHATTUCK AVE SOLANO AVE
"TO DIXON LANDING VIA PASEO PADRE WARM SPRINGS BL,N_Milpitas_Blvd",TO DIXON LANDING VIA PASEO PADRE WARM SPRINGS BL N MILPITAS BL
CLOCKWISE  SAN LEANDRO BART  DUTTON FOOTHILL  BAY FAIR LEWELLING,"CLOCKWISE SAN LEANDRO BART DUTTON, FOOTHILL BAY FAIR, LEWELLING"
SAN_PABLO_JACK_LONDON_SQ_DWNTWN_OAKLAND_RAPID_BUS,JACK LONDON SQUARE VIA SAN PABLO AVE DOWNTOWN OAKLAND RAPID BUS
CLOCKWISE  SAN LEANDRO BART  BANCROFT BAY FAIR  S.L. MARINA DAVIS,"CLOCKWISE SAN LEANDRO BART BANCROFT, BAY FAIR S.L. MARINA, DAVIS"
OAKLAND AMTRAK VIA GRAND AVE DOWNTOWN OAKLAND,OAKLAND AMTRAK VIA GRAND AVE DOWNTOWN OAKLAND JACK LONDON SQUARE
COUNTERCLOCKWISE SAN LEANDRO BART LEWELL BAY FAIR,"COUNTERCLOCKWISE SAN LEANDRO BART LEWELL., BAY FAIR FOOTHILL, DUTTON"
COUNTERCLOCKWISESAN_LEANDRO_BARTDAVIS_AT_S.L._MARINA,"COUNTERCLOCKWISE SAN LEANDRO BART DAVIS, S.L. MARINA BAY FAIR, BANCROFT"
WEST OAKLAND BART,WEST OAKLAND BART
CALEDCOTT LANE  VIA CLAREMONT AVE  TUNNEL ROAD  ,CALDECOTT LANE VIA CLAREMONT AVE TUNNEL ROAD
RICHMOND SAN PABLO EL PORTAL,RICHMOND SAN PABLO EL PORTAL
"SAN FRANCISCO VIA ALAMEDA,TRANSBAY",SAN FRANCISCO VIA ALAMEDA [TRANSBAY]
MARINA BAY  VIA 23RD STREET    ,MARINA BAY FERRY VIA 23RD STREET
"Grimmer_Blvd,via,Mission Blvd",TO GRIMMER BLVD VIA MISSION BLVD
HOPKINS JR HIGH MISSION BLVD MISSION SAN JOSE,HOPKINS JR HIGH MISSION SAN JOSE VIA MISSION BLVD
"""MONTERA_MIDDLE_SCHOOL_VIA_MACARTHUR_BLVD,_LINCOLN_AVE"",Lincoln_Ave",MONTERA MDL SCL VIA MACARTHUR BL LINCOLN AVE
"""MONTERA_MIDDLE_SCHOOL,_BROADWAY_TERACE,_MONTCLAIR""",MONTERA MIDDLE SCL BROADWAY TERACE MONTCLAIR
"MacDonald_Ave,+,21st_St,via,Carlson_Blvd,Cutting_Blvd",MACDONALD & 21ST VIA CARLSON BLVD CUTTING BLVD
"EL_CERRITO_HIGH_SCHOOL,KOREMATSU_MIDDLE_SCHOOL,via,Arlington_Blvd",EL CERRITO HIGH KOREMATSU MDL SCL VIA ARLINGTON BLVD
"Head_Royce_School,REDWOOD RD & OHDS HEAD-ROYCE SCL",HEAD ROYCE SCHOOL REDWOOD RD & OHDS
McMillan St.,McMillan St.
Patterson_Cir,Patterson Circle
Bishop_ODowd_High_School,"Bishop ODowd High School"
810,810
Sunshine_Biscuits_Factory,Sunshine Biscuits
